""|"label"|"predicted"|"60"
"1528"|"statement"|"statement"|"My main gripe and why I don't come here very often is that their portions are minuscule, even if you pony up for the elephant size meal (which I think is $12 to start and then additional for toppings)."
"1529"|"statement"|"statement"|"Great  house beer particularly like the pale lager and they do have decent choice for those who are not into beer be it wine or spirits, had asked for a JD coke one of those days when I didn't feel like another beer and it was really well mixed, don't know what they did but the proportions just seemed right!"
"1530"|"statement"|"statement"|"Remember to get a table by the window when you dines at the restaurant."
"1531"|"statement"|"statement"|"I enjoyed my experience here very much, they didn't chase me out of the place when I decided to read a book there."
"1532"|"statement"|"statement"|"This is probably the best place along Killiney Road to get a beer - I'm talking about $5 for a glass of house wine, a bottle of cider, or beer (can't remember which they served), and the d?cor is tasteful and classy, the waiters are well-dressed and attentive and offer you water even if you didn't ask for it, and the owner even 'closed-one-eye' when I used one of their sockets to power up my phone."
"1533"|"statement"|"statement"|"might give them a second chance but maybe in a while when they get things together."
"1534"|"statement"|"statement"|"But, why not, I'll say it again, the Best Calamari dish in Singapore."
"1535"|"statement"|"statement"|"Not sure why it's so expensive here."
"1536"|"statement"|"statement"|"No more seat outside also when I went there."
"1537"|"statement"|"statement"|"I couldn't describe what I had, because every drink is slightly different, but the Sophie/Sophia is really amazing."
"1538"|"statement"|"statement"|"Not to mention the inconsistent position taken when I first arrived at the restaurant."
"1539"|"statement"|"statement"|"Most of the staff working here are very polite and will help you look for what you need without any fuss."
"1540"|"statement"|"statement"|"The coffee, however, is where it shines."
"1541"|"statement"|"statement"|"Just mark on the paper what dim-sum you would like."
"1542"|"statement"|"statement"|"This less than a year old Cafe is founded by Shaun Gian who happened to serve us during our visit."
"1543"|"statement"|"statement"|"Eating out is difficult for me in general, but eating at a buffet is particularly stressful as I have to inquire about ingredients of so many different dishes and it can be challenging to find someone who can really assure me of the food safety."
"1544"|"rhetoric"|"question"|"why did i even ask you? "
"1545"|"statement"|"statement"|"Some times when the weather is too hot, I don't like to eat at the People's Park Hawker centre as it can be quite stuffy and humid."
"1546"|"statement"|"statement"|"Beggars can't be choosers when looking for tacos in Singapore, so see you there on Taco Tuesday."
"1547"|"question"|"question"|"Where it falls when compared to NY/New Haven pizza is that the sauce is a little off (a tad too sweet?)"
"1548"|"statement"|"statement"|"Go when you are feeling leisurely and definitely not starved and on an empty stomach!"
"1549"|"statement"|"statement"|"I had the boat version since I had no idea what that included and wanted to try something new."
"1550"|"statement"|"statement"|"I recommend you to come here not just for the food but to see what true service is all about (especially when Karlson is on shift)."
"1551"|"statement"|"statement"|"In fact my friends all made faces when they tried and said it was too much."
"1552"|"statement"|"statement"|"Exactly what a good manager should be doing going table to table speaking with guests, she was great."
"1553"|"statement"|"statement"|"While I find the chilli and dark soy sauce here pretty average, the ginger is very nice and adds an even deeper dimension when eaten with the rice."
"1554"|"statement"|"statement"|"Was expecting an out-of-this-world experience especially with the traditional shrimp dumplings,  xiao long baos, egg tarts (which are a must have at every dim sum for me) and chee cheong fun, but what surprised me most was their egg fried rice and fish porridge which blew me away."
"1555"|"statement"|"statement"|"Another issue with the oysters was, for some reason, when he asked if we were going to share and we said yes, the server doubled our order."
"1556"|"statement"|"statement"|"Blended with white chocolate, the bread has a tinge of milky sweetness, which was slightly different from the taste when I had it in Japan."
"1557"|"statement"|"statement"|"And it's not like they suffer from lack of customers on weekends - the place was full when I was there at around 4 pm on Saturday."
"1558"|"statement"|"statement"|"It was empty and she even drank all the soup when I went and get us a barley drink!"
"1559"|"statement"|"statement"|"I expected bland, tasteless food, like some cafes where the cooks are really not competent."
"1560"|"statement"|"statement"|"There are people who pick the pork ribs and prawn option."
"1561"|"statement"|"statement"|"The restaurant even gave me superior treatment when I was pregnant/we had our baby and immediately gave us seats or moved us to a wider table."
"1562"|"statement"|"statement"|"Let me update this review when I have more things to write about."
"1563"|"question"|"rhetoric"|"What do you do when you can't stop a friend from endlessly raving about a place?"
"1564"|"statement"|"statement"|"Well, not this place, given the generosity of the aunties who capably ply the storefront."
"1565"|"statement"|"statement"|"People don't stop when they're done with the noodles, they finish their broth - that's always a good sign."
"1566"|"question"|"question"|"The original version is only $2.50, and who sells at this price now?"
"1567"|"statement"|"statement"|"The ambience is pretty loud and gets even louder when the house band starts playing after 10pm, not a good place for a quiet date but perfect for pigging out with friends!"
"1568"|"statement"|"statement"|"Eating in Tolido's is a great opportunity for people who love breakfast and pastas."
"1569"|"statement"|"statement"|"Customers who ordered this dish would need to thoroughly mix the beef tartare with the truffle egg yolk and cilantro dust."
"1570"|"statement"|"statement"|"Unfortunately the indoor, air-conditioned area is small so you may have to sit outside when it is busy."
"1571"|"statement"|"statement"|"Soy Sauce Chicken or See Yao Gai made regular appearances at our family dinner table when I was growing up."
